,user_id,movie_id,rating
88,34617683,24987018,1
89,34617683,21937445,4
90,34617683,30314127,2
91,183679667,30314127,5
92,124623415,30314127,2
93,lingrui1995,30488569,4
94,lingrui1995,33442331,4
95,lingrui1995,33442331,4
96,lingrui1995,24697949,5
97,lingrui1995,4303624,5
98,lingrui1995,30488569,4
99,lingrui1995,33446498,2
100,lingrui1995,30211998,4
101,lingrui1995,34805219,3
102,lingrui1995,2364086,4
103,lingrui1995,30166972,4
104,flxjp,30166972,4
105,4901199,24532993,5
106,4901199,35014718,5
107,4901199,27114834,4
108,4901199,2303845,4
109,4901199,26100958,4
110,4901199,30166972,4
111,diewithme,30244560,5
112,diewithme,26746958,1
113,diewithme,26873657,1
114,diewithme,26884467,5
115,diewithme,26354336,3
116,diewithme,26779789,4
117,diewithme,25831874,3
118,diewithme,25881780,2
119,diewithme,25918597,1
120,diewithme,24745500,3
121,diewithme,30166972,4
122,qijiuzhiyue,4707585,1
123,qijiuzhiyue,4051608,2
124,qijiuzhiyue,4059245,4
125,qijiuzhiyue,4082544,2
126,qijiuzhiyue,5037113,5
127,qijiuzhiyue,1401523,4
128,qijiuzhiyue,4078562,2
129,qijiuzhiyue,3268192,2
130,qijiuzhiyue,1388176,3
131,qijiuzhiyue,3822842,3
132,qijiuzhiyue,30166972,4
133,kingfish,26664345,4
134,kingfish,21937445,5
135,kingfish,25897313,5
136,kingfish,3749974,4
137,kingfish,1292445,5
138,kingfish,2143930,4
139,kingfish,1296792,4
140,kingfish,1471837,5
141,kingfish,1298468,5
142,kingfish,1418651,5
143,kingfish,1292052,5
144,whiterhinoceros,2277051,5
145,whiterhinoceros,2300586,5
146,whiterhinoceros,1030388,3
147,whiterhinoceros,1836207,5
148,whiterhinoceros,1794171,4
149,whiterhinoceros,1419953,2
150,whiterhinoceros,1307931,3
151,whiterhinoceros,1009640,5
152,whiterhinoceros,1299799,5
153,whiterhinoceros,1223575,4
154,whiterhinoceros,1292052,5
155,hideinthecrowd,24529164,5
156,hideinthecrowd,20267987,4
157,hideinthecrowd,6967980,4
158,hideinthecrowd,6878446,4
159,hideinthecrowd,10768064,5
160,hideinthecrowd,2064935,4
161,hideinthecrowd,1441238,5
162,hideinthecrowd,5935737,5
163,hideinthecrowd,5994618,4
164,hideinthecrowd,3335362,5
165,hideinthecrowd,1292052,5
166,seawaver,1292052,5
167,melody1971,4184741,5
168,melody1971,5156863,4
169,melody1971,4149242,4
170,melody1971,5337550,4
171,melody1971,1304528,4
172,melody1971,1304528,4
173,melody1971,2137695,4
174,melody1971,1301118,3
175,melody1971,1297854,4
176,melody1971,5502680,3
177,melody1971,1292052,4
178,zingyu,7046723,5
179,zingyu,1756889,5
180,zingyu,1291561,5
181,ga0yang,5958397,5
182,ga0yang,5359493,5
183,ga0yang,3596502,3
184,ga0yang,4305436,5
185,ga0yang,4851046,2
186,ga0yang,5314318,5
187,ga0yang,4820650,2
188,ga0yang,4706451,5
189,ga0yang,3924434,4
190,ga0yang,2018131,5
191,ga0yang,1291561,5
192,sara127266,1759770,5
193,sara127266,1472127,5
194,sara127266,1484469,5
195,sara127266,1533935,5
196,sara127266,2330733,4
197,sara127266,1481065,5
198,sara127266,2974998,5
199,sara127266,1292969,5
200,sara127266,1782964,4
201,sara127266,1291561,5
202,luanluanyu,1084257,5
203,luanluanyu,1083277,3
204,luanluanyu,1028553,3
205,luanluanyu,1075492,4
206,luanluanyu,1320151,5
207,luanluanyu,1298898,4
208,luanluanyu,1037247,3
209,luanluanyu,1292220,4
210,luanluanyu,1272963,3
211,luanluanyu,1279658,3
212,luanluanyu,1291561,4
213,172350963,3319755,5
214,172350963,4202302,5
215,172350963,26799232,4
216,172350963,26290410,4
217,172350963,1293839,5
218,172350963,1292262,5
219,172350963,1308338,4
220,172350963,25820460,4
221,172350963,26302614,4
222,172350963,6040982,4
223,172350963,1291561,4
224,elevenrobin,25662329,5
225,copenlee,4899486,4
226,copenlee,4739952,5
227,copenlee,4729828,1
228,copenlee,4111335,5
229,copenlee,4022090,5
230,copenlee,3732499,4
231,copenlee,4122701,4
232,copenlee,3573048,3
233,copenlee,3573048,3
234,copenlee,3529375,4
235,copenlee,25662329,5
236,49824661,25662329,5
237,51679757,26334244,5
238,51679757,25662329,5
239,bina,25662329,5
240,tjz230,26022835,4
241,tjz230,3440075,5
242,tjz230,1905462,5
243,tjz230,1793904,4
244,tjz230,1307790,4
245,tjz230,1366856,3
246,tjz230,1296463,4
247,tjz230,1294768,3
248,tjz230,1878708,4
249,tjz230,1292722,5
250,beiliya,1436674,5
251,beiliya,6531656,5
252,beiliya,1292220,5
253,beiliya,1873281,5
254,beiliya,1292722,4
255,rebekah,4898547,5
256,rebekah,4305436,5
257,rebekah,1437370,5
258,rebekah,3010133,5
259,rebekah,2139305,5
260,rebekah,1293870,4
261,rebekah,2365260,4
262,rebekah,1291999,5
263,rebekah,1292722,5
264,cabaret,21339377,4
265,cabaret,20471804,4
266,cabaret,11540884,5
267,cabaret,10543625,4
268,cabaret,10744409,5
269,cabaret,10744409,5
270,cabaret,7046520,4
271,cabaret,5998128,5
272,cabaret,3143676,5
273,cabaret,4883258,3
274,cabaret,1292722,5
275,yyy18n,1292722,5
276,mzh2015,30221757,4
277,mzh2015,26715636,5
278,mzh2015,26862829,5
279,mzh2015,26926321,5
280,mzh2015,26603847,5
281,mzh2015,26790961,5
282,mzh2015,24529353,5
283,mzh2015,26752088,5
284,ruo1996,33420285,3
285,ruo1996,26984534,4
286,ruo1996,34809292,4
287,ruo1996,30277286,4
288,ruo1996,34670218,4
289,ruo1996,30468961,4
290,ruo1996,30421584,4
291,ruo1996,25931446,4
292,ruo1996,34927356,4
293,ruo1996,30329906,4
294,ruo1996,26752088,4
295,144459333,3230459,5
296,144459333,26972258,4
297,144459333,26607969,4
298,144459333,27622447,4
299,144459333,27079318,4
300,144459333,26654498,4
301,144459333,30128988,4
302,144459333,26965165,4
303,144459333,26966580,3
304,144459333,26611804,5
305,144459333,26752088,5
306,114551225,26752088,5
307,auxt,30481962,5
308,auxt,30352908,4
309,auxt,27072795,5
310,auxt,30176779,4
311,auxt,26930540,5
312,auxt,27029890,4
313,auxt,26992119,4
314,auxt,26910997,4
315,auxt,26776529,4
316,auxt,26630781,4
317,auxt,26752088,5
318,duduxiongzhifu,26992114,4
319,duduxiongzhifu,27191492,3
320,duduxiongzhifu,26847068,4
321,duduxiongzhifu,27157811,5
322,duduxiongzhifu,26762269,2
323,duduxiongzhifu,24299053,2
324,duduxiongzhifu,26878883,4
325,duduxiongzhifu,26933366,5
326,duduxiongzhifu,26307755,4
327,duduxiongzhifu,25890005,2
328,duduxiongzhifu,26794435,5
329,68499588,27032162,3
330,68499588,30257791,4
331,68499588,27008551,4
332,68499588,30439557,5
333,68499588,30272143,4
334,68499588,26100958,3
335,68499588,1950330,5
336,68499588,24773958,4
337,68499588,26992330,4
338,68499588,26761416,4
339,68499588,26794435,5
340,reave,26794435,5
341,rachel-rachel,26348103,5
342,rachel-rachel,1806555,5
343,rachel-rachel,3668287,5
344,rachel-rachel,1295520,5
345,rachel-rachel,2078864,5
346,rachel-rachel,30421907,5
347,rachel-rachel,30244560,5
348,rachel-rachel,30181455,5
349,rachel-rachel,27199901,5
350,rachel-rachel,27118271,4
351,rachel-rachel,26794435,2
352,tjz230,26022835,4
353,tjz230,3440075,5
354,tjz230,1905462,5
355,tjz230,1793904,4
356,tjz230,1307790,4
357,tjz230,1366856,3
358,tjz230,1296463,4
359,tjz230,1294768,3
360,tjz230,1878708,4
361,tjz230,26794435,5
362,qfy,25805741,3
363,qfy,5275059,5
364,qfy,4871122,4
365,qfy,3314871,5
366,qfy,1452923,4
367,qfy,1308808,5
368,qfy,3198015,4
369,qfy,2996855,4
370,qfy,1780168,5
371,qfy,2347257,4
372,qfy,1291546,5
373,rachel-rachel,26348103,5
374,rachel-rachel,1806555,5
375,rachel-rachel,3668287,5
376,rachel-rachel,1295520,5
377,rachel-rachel,2078864,5
378,rachel-rachel,30421907,5
379,rachel-rachel,30244560,5
380,rachel-rachel,30181455,5
381,rachel-rachel,27199901,5
382,rachel-rachel,27118271,4
383,rachel-rachel,1291546,5
384,GariberZyo,34946198,4
385,GariberZyo,26862829,5
386,GariberZyo,26630781,4
387,GariberZyo,26753594,5
388,GariberZyo,20514902,4
389,GariberZyo,26341370,4
390,GariberZyo,20390783,3
391,GariberZyo,6423699,5
392,GariberZyo,5281596,4
393,GariberZyo,1407397,4
394,GariberZyo,1291546,5
395,wenzel,1291546,5
396,1723626,3068206,5
397,1723626,4896263,4
398,1723626,2334904,5
399,1723626,1438652,4
400,1723626,1393859,5
401,1723626,1255625,4
402,1723626,3921162,4
403,1723626,1062193,4
404,1723626,3821057,5
405,1723626,3683409,2
406,1723626,1291546,5
407,bighead,27024959,3
408,bighead,30334073,2
409,bighead,1777410,5
410,bighead,5414391,5
411,bighead,1842589,2
412,bighead,1000280,5
413,bighead,1997681,4
414,bighead,1295644,5
415,airtony,1295644,5
416,Hamlet-Luang,26281367,5
417,Hamlet-Luang,1295644,5
418,MancunianJor,1295644,5
419,yidoudou,26741568,5
420,yidoudou,1322025,4
421,yidoudou,3131854,4
422,yidoudou,1413727,5
423,yidoudou,3670447,4
424,yidoudou,2294568,3
425,yidoudou,1780168,5
426,yidoudou,1774999,4
427,yidoudou,1292220,5
428,yidoudou,1465829,3
429,yidoudou,1295644,5
430,49615762,26387939,5
431,49615762,26683290,4
432,49615762,10533913,4
433,49615762,3569910,2
434,49615762,10831445,3
435,49615762,21318646,4
436,49615762,26265170,4
437,49615762,25966085,5
438,49615762,2385982,3
439,49615762,2904325,4
440,49615762,26387939,5
441,ourmovie,30282387,4
442,ourmovie,27054449,1
443,ourmovie,26265170,4
444,ourmovie,2075973,5
445,ourmovie,2146991,1
446,ourmovie,2149806,5
447,ourmovie,1760622,5
448,ourmovie,2124703,5
449,ourmovie,26387939,5
450,32747546,26387939,5
451,46126259,27172891,3
452,46126259,1853770,5
453,46126259,26219713,3
454,46126259,25716096,4
455,46126259,26786642,3
456,46126259,27039069,3
457,46126259,27093707,4
458,46126259,26366496,2
459,46126259,27024903,4
460,46126259,11803087,4
461,46126259,26387939,5
462,veverlee,34964557,4
463,veverlee,27205132,4
464,veverlee,34670218,4
465,veverlee,27010768,5
466,veverlee,30329906,3
467,veverlee,30354606,3
468,veverlee,30176393,4
469,veverlee,30318116,5
470,veverlee,34433766,4
471,veverlee,34879250,4
472,veverlee,26387939,4
473,tjz230,26022835,4
474,tjz230,3440075,5
475,tjz230,1905462,5
476,tjz230,1793904,4
477,tjz230,1307790,4
478,tjz230,1366856,3
479,tjz230,1296463,4
480,tjz230,1294768,3
481,tjz230,1878708,4
482,tjz230,1292720,5
483,magic828,26955946,5
484,magic828,1853770,4
485,magic828,30188253,3
486,magic828,30327842,5
487,magic828,30135113,4
488,magic828,6981153,5
489,magic828,26355979,4
490,magic828,1780330,4
491,magic828,27010768,5
492,magic828,33159859,4
493,magic828,1292720,5
494,josie_zhou,1292720,5
495,154019316,26876595,4
496,154019316,1432578,4
497,154019316,1292720,5
498,yuyan545,34992548,4
499,yuyan545,1292001,5
500,yuyan545,4913185,5
501,yuyan545,34911027,5
502,yuyan545,2036561,5
503,yuyan545,25884125,5
504,yuyan545,33426127,4
505,yuyan545,27199470,5
506,yuyan545,26728669,5
507,yuyan545,30186285,4
508,yuyan545,1292720,4
509,Miss.Encore,6311583,5
510,Miss.Encore,5392294,5
511,Miss.Encore,5312099,4
512,Miss.Encore,3819877,5
513,Miss.Encore,1449793,3
514,Miss.Encore,4894980,4
515,Miss.Encore,1439488,4
516,Miss.Encore,1294950,3
517,Miss.Encore,1867345,4
518,Miss.Encore,1449586,5
519,Miss.Encore,3319755,5
520,imuuuu,1891179,5
521,imuuuu,2135981,5
522,imuuuu,1465829,5
523,imuuuu,3319755,5
524,candyrice,3319755,4
525,kidcby,27046320,4
526,kidcby,26861447,4
527,kidcby,3319755,5
528,morningglory,21371574,4
529,morningglory,1034106,4
530,morningglory,6985810,4
531,morningglory,5308265,4
532,morningglory,1053259,3
533,morningglory,2165940,4
534,morningglory,2133390,3
535,morningglory,1394581,4
536,morningglory,3626416,3
537,morningglory,1652587,4
538,morningglory,3319755,4
539,linglong990,1293708,5
540,linglong990,2027938,3
541,linglong990,1922273,3
542,linglong990,1788392,3
543,linglong990,3793023,5
544,ztiti,3793023,5
545,MichelleHong,19997905,4
546,MichelleHong,4190262,5
547,MichelleHong,5264779,5
548,MichelleHong,4313213,5
549,MichelleHong,3793023,5
550,Lan.die,26874528,5
551,Lan.die,1474773,5
552,Lan.die,1474773,5
553,Lan.die,3793023,4
554,miuccia,26939261,4
555,miuccia,10876106,4
556,miuccia,1062608,4
557,miuccia,4082544,4
558,miuccia,3205232,4
559,miuccia,2334814,4
560,miuccia,3077791,5
561,miuccia,3011093,4
562,miuccia,1894751,3
563,miuccia,1385023,4
564,miuccia,3793023,3
565,Cao-Wei,25733522,5
566,Cao-Wei,25794443,3
567,Cao-Wei,1929463,4
568,Cao-Wei,10438426,3
569,Cao-Wei,4728518,3
570,Cao-Wei,6880590,3
571,Cao-Wei,5908477,2
572,Cao-Wei,5416009,4
573,Cao-Wei,4271894,2
574,Cao-Wei,5321843,4
575,Cao-Wei,30176393,4
576,55300712,10944630,3
577,55300712,30122633,3
578,55300712,20427187,4
579,55300712,20440053,5
580,55300712,26790961,2
581,55300712,26677985,5
582,55300712,27073828,2
583,55300712,2131940,3
584,55300712,26302614,5
585,55300712,19944106,3
586,55300712,30176393,3
587,diewithme,30244560,5
588,diewithme,26746958,1
589,diewithme,26873657,1
590,diewithme,26884467,5
591,diewithme,26354336,3
592,diewithme,26779789,4
593,diewithme,25831874,3
594,diewithme,25881780,2
595,diewithme,25918597,1
596,diewithme,24745500,3
597,diewithme,30176393,3
598,yalindongdong,34670218,4
599,yalindongdong,34911027,4
600,yalindongdong,30354606,4
601,yalindongdong,34813300,4
602,yalindongdong,30176393,4
603,yalindongdong,27052168,4
604,yalindongdong,27145039,4
605,yalindongdong,3168101,4
606,yalindongdong,26752088,4
607,yalindongdong,26925317,4
608,yalindongdong,30176393,4
609,ydyie,32489562,4
610,ydyie,10745208,4
611,ydyie,30371819,3
612,ydyie,30331959,4
613,ydyie,26952994,5
614,ydyie,30395836,5
615,ydyie,30252495,4
616,ydyie,27132510,4
617,ydyie,34927356,4
618,ydyie,30176393,4
619,180401152,34967081,5
620,180401152,34941182,3
621,180401152,30191989,4
622,180401152,2281698,4
623,180401152,24743375,4
624,180401152,27005982,4
625,180401152,27045331,4
626,180401152,30466860,2
627,130687315,3747034,3
628,130687315,30475767,4
629,130687315,30482003,2
630,130687315,30482003,2
631,130687315,26904658,5
632,130687315,26781333,4
633,130687315,30230682,4
634,130687315,26290367,3
635,130687315,2282477,5
636,130687315,5245615,3
637,130687315,30466860,2
638,210184936,30466860,1
639,210184936,30466860,1
640,210184936,30466860,1
641,210184936,34429008,1
642,210184936,27113507,4
643,210184936,30466860,1
644,82811080,30466860,3
645,151815851,27038968,4
646,151815851,26909463,3
647,151815851,25839052,3
648,151815851,25975243,2
649,151815851,5350027,3
650,151815851,5350027,3
651,151815851,1419969,3
652,151815851,26910820,3
653,151815851,6982558,2
654,151815851,26661191,3
655,151815851,30466860,2
656,tjz230,26022835,4
657,tjz230,3440075,5
658,tjz230,1905462,5
659,tjz230,1793904,4
660,tjz230,1307790,4
661,tjz230,1366856,3
662,tjz230,1296463,4
663,tjz230,1294768,3
664,tjz230,1878708,4
665,tjz230,26266893,4
666,satan163,30198715,4
667,satan163,30446788,4
668,satan163,26266893,3
669,63469119,30443118,3
670,63469119,30206424,4
671,63469119,4820710,4
672,63469119,26266893,1
673,lingrui1995,30488569,4
674,lingrui1995,33442331,4
675,lingrui1995,33442331,4
676,lingrui1995,24697949,5
677,lingrui1995,4303624,5
678,lingrui1995,30488569,4
679,lingrui1995,33446498,2
680,lingrui1995,30211998,4
681,lingrui1995,34805219,3
682,lingrui1995,2364086,4
683,lingrui1995,26266893,4
684,58713868,26266893,5
685,xilouchen,30325263,5
686,xilouchen,30166972,4
687,xilouchen,30221757,2
688,xilouchen,26899146,2
689,xilouchen,26100958,5
690,xilouchen,26715636,4
691,xilouchen,30263995,2
692,xilouchen,25986662,3
693,xilouchen,20495023,5
694,cloudy20011128,30359665,3
695,cloudy20011128,26926437,5
696,cloudy20011128,26936788,5
697,cloudy20011128,4206436,2
698,cloudy20011128,5908478,5
699,cloudy20011128,4833918,3
700,cloudy20011128,1294950,5
701,cloudy20011128,4210280,3
702,cloudy20011128,1792928,3
703,cloudy20011128,1308777,5
704,cloudy20011128,20495023,5
705,diewithme,30244560,5
706,diewithme,26746958,1
707,diewithme,26873657,1
708,diewithme,26884467,5
709,diewithme,26354336,3
710,diewithme,26779789,4
711,diewithme,25831874,3
712,diewithme,25881780,2
713,diewithme,25918597,1
714,diewithme,24745500,3
715,diewithme,20495023,4
716,joearde,33434927,4
717,joearde,20495023,5
718,LucFrance,26935296,3
719,LucFrance,20495023,4
720,1524942,1853768,5
721,1524942,3619100,5
722,1524942,2129039,5
723,1524942,3607666,5
724,1524942,3541415,5
725,qijiuzhiyue,4707585,1
726,qijiuzhiyue,4051608,2
727,qijiuzhiyue,4059245,4
728,qijiuzhiyue,4082544,2
729,qijiuzhiyue,5037113,5
730,qijiuzhiyue,1401523,4
731,qijiuzhiyue,4078562,2
732,qijiuzhiyue,3268192,2
733,qijiuzhiyue,1388176,3
734,qijiuzhiyue,3822842,3
735,qijiuzhiyue,3541415,4
736,autism,27034707,5
737,autism,3839227,4
738,autism,3771656,4
739,autism,1308259,5
740,autism,2201860,4
741,autism,1389924,4
742,autism,3541415,5
743,Dbxiong,3541415,5
744,ragingbull,1827374,3
745,ragingbull,1302100,4
746,ragingbull,3541415,3
747,casper0211,27060077,5
748,lingrui1995,30488569,4
749,lingrui1995,33442331,4
750,lingrui1995,33442331,4
751,lingrui1995,24697949,5
752,lingrui1995,4303624,5
753,lingrui1995,30488569,4
754,lingrui1995,33446498,2
755,lingrui1995,30211998,4
756,lingrui1995,34805219,3
757,lingrui1995,2364086,4
758,lingrui1995,27060077,5
759,tjz230,26022835,4
760,tjz230,3440075,5
761,tjz230,1905462,5
762,tjz230,1793904,4
763,tjz230,1307790,4
764,tjz230,1366856,3
765,tjz230,1296463,4
766,tjz230,1294768,3
767,tjz230,1878708,4
768,tjz230,27060077,4
769,zhangzongqian,3097572,4
770,zhangzongqian,26633257,4
771,zhangzongqian,25849049,3
772,zhangzongqian,1292679,4
773,zhangzongqian,26791455,4
774,zhangzongqian,26864178,1
775,zhangzongqian,3914513,2
776,zhangzongqian,27602110,4
777,zhangzongqian,27193571,4
778,zhangzongqian,27019527,4
779,zhangzongqian,27060077,4
780,veverlee,34964557,4
781,veverlee,27205132,4
782,veverlee,34670218,4
783,veverlee,27010768,5
784,veverlee,30329906,3
785,veverlee,30354606,3
786,veverlee,30176393,4
787,veverlee,30318116,5
788,veverlee,34433766,4
789,veverlee,34879250,4
790,veverlee,27060077,4
791,cevia,26683290,5
792,croath,26602304,4
793,croath,10553822,1
794,croath,25805741,4
795,croath,5323968,4
796,croath,6973376,4
797,croath,10588814,3
798,croath,3329887,5
799,croath,5450891,4
800,croath,2109781,5
801,croath,26683290,5
802,CharlesChou,6432898,5
803,CharlesChou,26683290,3
804,3540441,26654498,4
805,3540441,26746559,5
806,3540441,26309618,4
807,3540441,26689198,4
808,3540441,2303845,5
809,3540441,6537486,5
810,3540441,10756794,5
811,3540441,1914831,3
812,3540441,5153481,4
813,3540441,6896277,4
814,3540441,26683290,4
815,naocanqiang,26761416,5
816,naocanqiang,25921812,5
817,naocanqiang,24751763,5
818,naocanqiang,26683290,5
819,naocanqiang,25795773,4
820,naocanqiang,3410762,5
821,naocanqiang,3136897,5
822,naocanqiang,6786002,5
823,naocanqiang,4246125,4
824,naocanqiang,1293145,5
825,naocanqiang,26683290,5
826,nwwfewx,27069302,4
827,nwwfewx,34780437,4
828,nwwfewx,1792579,5
829,nwwfewx,1792575,4
830,nwwfewx,25883054,4
831,nwwfewx,26378573,4
832,nwwfewx,30206801,4
833,nwwfewx,27618864,4
834,nwwfewx,27599920,5
835,nwwfewx,27608239,5
836,nwwfewx,1292064,5
837,MonicaLi,3769740,4
838,MonicaLi,3680996,4
839,MonicaLi,1292064,4
840,VinKhan,34841756,4
841,VinKhan,33392008,4
842,VinKhan,30484931,4
843,VinKhan,26915156,4
844,VinKhan,26857890,1
845,VinKhan,26856101,5
846,VinKhan,26714864,3
847,VinKhan,25761178,5
848,VinKhan,20390474,5
849,VinKhan,10343999,5
850,VinKhan,1292064,5
851,bighead,27024959,3
852,bighead,30334073,2
853,bighead,1777410,5
854,bighead,5414391,5
855,bighead,1842589,2
856,bighead,1000280,5
857,bighead,1997681,4
858,bighead,1292064,3
859,basten1988,2226335,5
860,basten1988,25870342,4
861,basten1988,7054604,3
862,basten1988,20383645,5
863,basten1988,24872278,3
864,basten1988,24762153,4
865,basten1988,2061322,1
866,basten1988,6712293,3
867,basten1988,1966496,4
868,basten1988,5406427,5
869,basten1988,1292064,5
870,leo1983,1292213,5
871,crpily,30468961,5
872,crpily,26775933,4
873,crpily,25714740,3
874,crpily,25733470,5
875,crpily,4728076,3
876,crpily,1293733,4
877,crpily,10487226,4
878,crpily,5336240,5
879,crpily,11501640,5
880,crpily,4291275,4
881,crpily,1292213,5
882,kangbaohong,27145041,2
883,kangbaohong,6895950,3
884,kangbaohong,26846856,3
885,kangbaohong,30282767,4
886,kangbaohong,27097841,3
887,kangbaohong,3725324,3
888,kangbaohong,27037053,3
889,kangbaohong,26346327,4
890,kangbaohong,1652592,3
891,kangbaohong,26315728,3
892,kangbaohong,1292213,5
893,liusuer,34460763,3
894,liusuer,33436135,5
895,liusuer,26816383,4
896,liusuer,27668250,5
897,liusuer,6039412,4
898,liusuer,30196805,4
899,liusuer,27114834,3
900,liusuer,3097572,5
901,liusuer,30376977,4
902,liusuer,30295905,4
903,liusuer,1292213,5
904,zyl622,30230907,5
905,zyl622,30270978,5
906,zyl622,27199470,2
907,zyl622,26984949,5
908,zyl622,26942514,4
909,zyl622,24745248,5
910,zyl622,7004284,5
911,zyl622,20435568,4
912,zyl622,20428702,5
913,zyl622,3277484,4
914,zyl622,1292213,5
915,mihiro,1291546,5
916,mihiro,3742360,5
917,xzfd,34693685,3
918,xzfd,26266893,5
919,xzfd,30318719,5
920,xzfd,30324565,5
921,xzfd,6984064,3
922,xzfd,20473389,5
923,xzfd,6799191,2
924,xzfd,2028669,4
925,xzfd,4873490,4
926,xzfd,5355187,2
927,xzfd,3742360,5
928,sungdebbie,27590675,4
929,sungdebbie,34807388,5
930,sungdebbie,33420970,4
931,sungdebbie,34803308,2
932,sungdebbie,27022883,5
933,sungdebbie,30235440,4
934,sungdebbie,1088472,5
935,sungdebbie,26611804,5
936,sungdebbie,27614904,5
937,sungdebbie,27115563,5
938,sungdebbie,3742360,5
939,chimpanzee,3530403,5
940,chimpanzee,4718369,2
941,chimpanzee,5977835,4
942,chimpanzee,3626416,4
943,chimpanzee,1301678,5
944,chimpanzee,3313801,4
945,chimpanzee,1293976,3
946,chimpanzee,2268963,5
947,chimpanzee,2138507,1
948,chimpanzee,1292224,5
949,chimpanzee,3742360,3
950,171272098,26752088,5
951,171272098,26942674,5
952,171272098,27059130,5
953,171272098,26322642,3
954,171272098,3742360,5
955,darkiddy,11803087,4
956,darkiddy,26616690,4
957,darkiddy,26182910,4
958,darkiddy,26876595,4
959,darkiddy,2138467,3
960,darkiddy,1889243,5
961,darkiddy,20431537,4
962,darkiddy,1408473,1
963,darkiddy,3891385,4
964,darkiddy,10545776,5
965,darkiddy,1292001,5
966,piggytea,27125070,4
967,piggytea,26633257,5
968,piggytea,10727882,5
969,piggytea,1424741,5
970,piggytea,6784995,5
971,piggytea,1295763,4
972,piggytea,3053521,4
973,piggytea,1299112,5
974,piggytea,1291992,5
975,piggytea,1292001,5
976,lyiming2,2156810,3
977,lyiming2,2224447,5
978,lyiming2,1084435,3
979,lyiming2,1307970,4
980,lyiming2,1296206,4
981,lyiming2,1292001,5
982,rebekah,4898547,5
983,rebekah,4305436,5
984,rebekah,1437370,5
985,rebekah,3010133,5
986,rebekah,2139305,5
987,rebekah,1293870,4
988,rebekah,2365260,4
989,rebekah,1291999,5
990,rebekah,1292001,5
991,lingrui1995,30488569,4
992,lingrui1995,33442331,4
993,lingrui1995,33442331,4
994,lingrui1995,24697949,5
995,lingrui1995,4303624,5
996,lingrui1995,30488569,4
997,lingrui1995,33446498,2
998,lingrui1995,30211998,4
999,lingrui1995,34805219,3
1000,lingrui1995,2364086,4
1001,lingrui1995,1292001,4
1002,iris15,1361276,5
1003,iris15,1292272,4
1004,iris15,2356641,4
1005,iris15,1849031,5
1006,pinkonion,1849031,5
1007,zhl,1849031,3
1008,microblue,24298888,3
1009,microblue,1777582,3
1010,microblue,4849685,3
1011,microblue,4819712,5
1012,microblue,4819712,5
1013,microblue,3694361,3
1014,microblue,2983939,4
1015,microblue,3890324,3
1016,microblue,1405240,3
1017,microblue,1986006,4
1018,microblue,1849031,5
1019,bighead,27024959,3
1020,bighead,30334073,2
1021,bighead,1777410,5
1022,bighead,5414391,5
1023,bighead,1842589,2
1024,bighead,1000280,5
1025,bighead,1997681,4
1026,bighead,1849031,3
1027,cxyshang,26842702,4
1028,cxyshang,1889243,5
1029,ydyie,32489562,4
1030,ydyie,10745208,4
